Date/Time, City, State, Shape, Duration, Summary, Posted
2020-07-15T05:00:00Z, Dayton, OH, Orb, 2 minutes, Bright white orb flying low from east to west towards fairborn. Object had steady pace few hundred feet above trees and did not make a, 7/23/2020
2020-07-15T03:45:00Z, Chillicothe, OH, Fireball, 5:00, "Orange ball flew across western to Eastern sky until ""hovering"" for a couple hours till it faded away", 7/23/2020
2020-07-11T21:30:00Z, St. Paris, OH, Disk, 30 seconds, My 15 yr old daughter and my 11 year old niece were walking in the Evergreen cemetery around 9:15 pm with a friend of theirs. They see, 7/23/2020
2020-07-11T00:00:00Z, Loraine, OH, Cylinder, 30 minutes, It just appeared dudley in the sky by the little dipper a just moved across the sky fast going white around it then a orbe moved in fro, 8/20/2020
2020-07-09T20:41:00Z, Between Sardinia and Winchester, OH, Disk, 15-16 minutes, "Giant, 15-20 mile, disc-shaped cloud disturbance with a smaller, but significantly size disc emerging.", 7/23/2020
2020-07-09T01:14:00Z, Cuyahoga Falls/Akron, OH, Light, 5 minutes, Slow flashing light in northern sky towards Lake Erie., 7/9/2020
2020-07-07T22:00:00Z, Shenandoah, OH, Disk, 2-5 minutes, Bright lights in the sky coming from a circular object in sky. We was driving so looked back around to see what it was. The object turn, 7/9/2020
2020-07-05T19:00:00Z, Maumee, OH, Oval, 2 hours, broad daylight 2 white orbs that did not move in the south and north sky, 7/9/2020
2020-07-04T23:00:00Z, Lorain, OH, Other, 5-10 minutes, Red orb above fireworks display zig zagging around the sky., 7/9/2020
2020-07-04T22:44:00Z, Obetz, OH, Oval, 4 minutes, "Hello Mr. Davenport, I called you on the night of July 4th at approximately 11:32pm after viewing a strange orange object in the sky ab", 7/23/2020
2020-07-04T22:00:00Z, Hilliard/Columbus, OH, Light, 5-10 minutes, Orange flickering lights meandering in and out of formation., 7/23/2020
2020-07-04T22:00:00Z, Mentor-On-The-Lake, OH, Sphere, 2 seconds, "While sitting out on the street at this approximate location 41.711236, -81.370764 on July 4th around 10pm I saw an object with one oran", 7/9/2020
2020-07-04T22:00:00Z, Springboro, OH, Cylinder, 15 minutes, Red to orange squared cylinder type object, 7/9/2020
2020-07-02T23:00:00Z, Grove City, OH, Fireball, 2 minutes, "Driving home, stopped at a stop sign and noticed a bright orange light hovering in the sky. The light hovered for about 2 minutes in th", 7/9/2020
2020-07-01T12:00:00Z, Waverly, OH, Circle, 20 minutes, I went out side to smoke a cigar and when i did i was standing on the edge of my deck looking out across my unlce house i see this brig, 1/19/2021
2020-06-22T23:00:00Z, Albany, OH, Light, 10, There was a loud roar for several minutes outside and when I stepped onto the deck I saw several lights in the sky. I called my wife an, 6/25/2020
2020-06-15T11:00:00Z, Columbus, OH, Other, 15-20 minutes, "A flying object with orange rectangular lights close together, that formed a triangle, which at some point changed red", 6/25/2020
2020-06-12T23:49:00Z, Cincinnati, OH, Orb, 1.5 seconds, An orb flashed overhead in a bright flash for approx 1.5-2 seconds. It was a clear night and I saw no other a/c. ((anonymous report)), 6/25/2020
2020-06-11T14:00:00Z, West Liberty, OH, Oval, 10 seconds, "Very fast moving object, with sudden trajectory change", 8/16/2021
2020-06-07T19:50:00Z, Euclid, OH, Other, 5:00, So around 730 p.m. Jun 7th 2020. I decided to take my dog and telescope down by the rocks on lake erie. I then set my telescope up and, 6/25/2020
2020-06-06T10:30:00Z, Cincinnati, OH, Fireball, 3 minutes, A bright red/orange object. The object was bright and far enough away to look like a Star. But it was falling far too quickly to be one, 6/25/2020
2020-06-05T10:10:00Z, Batavia, OH, Triangle, 30 seconds, It looked like something in a star wars movie there was like a ball of light then a triangle formation with like 3 rows with at least 1, 6/25/2020
2020-06-03T05:00:00Z, Marietta, OH, Light, 30 seconds, Large red light above the clouds moving west to east in the northern sky., 6/25/2020
2020-06-02T23:00:00Z, Cleveland, OH, Orb, 2 minutes, Strange dissapearing white orb., 6/25/2020
2020-06-02T21:15:00Z, Kettering, OH, Light, 10-15 seconds, "Saw what I thought was a meteor before it stopped, hovered, moved around a little bit, then disappeared.", 6/25/2020
2020-05-30T23:15:00Z, Amelia (suburb of Cincinnati), OH, Orb, ~15 minutes, Bright white orb released 2 smaller green orbs, 6/25/2020
2020-05-29T21:15:00Z, Kirtland, OH, Oval, 1 minute, Floating black oval traveling west to east in clear sky before sunset, 6/25/2020
2020-05-28T22:20:00Z, Huron, OH, Oval, 2 minutes, Looked out the window overlooking Huron River and saw a single orange glowing object flying from SW to NW basically following the river, 6/25/2020
2020-05-24T23:05:00Z, Elyria, OH, Formation, 45 seconds, Large triangle escorted by 35-40 crafts., 6/25/2020
2020-05-24T14:30:00Z, Martins Ferry, OH, Circle, 15 seconds, I was outside and I looked up and saw a shiny metal circular object flying in the sky. I did not know what it was. It did not look like, 6/25/2020
2020-05-23T21:12:00Z, Calcutta, OH, , 3-5 seconds, "time anomaly, entities, craft.", 6/25/2020
2020-05-09T19:33:00Z, Toledo, OH, Circle, 2 minutes, Silver circular craft, 7/10/2023
2020-05-07T02:00:00Z, Independence, OH, Light, 9 second, A bright craft was in the sky for a few seconds before taking off., 6/25/2020
2020-05-03T22:00:00Z, Oberlin, OH, Fireball, 2 minutes, 6 golden round fireballs flying slow speed same distance appart, 6/25/2020
2020-05-03T22:00:00Z, Vermilion, OH, Cylinder, 4-5 hours, UFO with strobing lights closing fast distance and moving with me, 6/25/2020
2020-05-01T02:38:00Z, Newburgh Heights, OH, Teardrop, One minute, my dog was barking and wanted to go out. It it not ususal that he would do that at 2:30 in the morning. Just noticed next day while re, 6/25/2020
2020-04-22T03:30:00Z, Norwalk, OH, Triangle, Few seconds, I’m from Norwalk Ohio. At 330am this morning 4/22/2020 I went outside to look at the meteor showers. I was looking around the area they, 5/1/2020
2020-04-20T22:25:00Z, Bath Township, OH, Unknown, 2 events each 30 secs, Observed multiple orange orbs in northern Ohio sky, 6/25/2020
2020-04-18T22:00:00Z, Cincinnati, OH, Light, 30 minutes, "I saw a giant hovering bright sphere in the sky. Had green light on the sides of it, and once in awhile. ((Venus??))", 6/25/2020
2020-04-16T21:30:00Z, Strongsville, OH, Changing, 1 hour, Bright moving light in the sky, 6/25/2020
2020-04-11T22:00:00Z, Oxford, OH, Light, 15 min, Light moving. ((Starlink satellites?)), 6/25/2020
2020-04-11T22:00:00Z, Wilmington, OH, Orb, 5-7 minutes, "Went outside to look at a plane flying over our area we had been tracking on a flight radar app, caught eye ((Starlink satellites?))", 6/25/2020
2020-04-10T23:15:00Z, Pleasant City, OH, Orb, >1 hour, Bright Stationary light seen that last for over an hour. ((Venus?)), 6/25/2020
2020-04-09T21:00:00Z, Canton, OH, Orb, 1-2 hrs, Two bright orbs in sky. Flickering lights. No movement or sound . ((Venus??)), 5/7/2020
2020-04-08T23:00:00Z, Hubbard, OH, Sphere, 5 minutes, "Spotted in Southern sky hovering over Hubbard, OH. They were reddish orange in color, no sounds, no flashing lights", 4/9/2020
2020-04-08T21:40:00Z, Cuyahoga Falls, OH, Light, 30minutes, "Continuously, multiple lights appeared and moved same path and disappeared one by one. ((""Starlink"" satellites??))", 4/9/2020
2020-04-03T21:25:00Z, Cincinnati, OH, Triangle, 5 minutes, "Lighted, triangular object observed moving in an easterly direction over Cincinnati, OH.", 6/25/2020
2020-04-01T20:45:00Z, Columbus, OH, Orb, 2 minutes, Orange-ish white orb over parking lot, 4/9/2020
2020-04-01T20:00:00Z, Moore, OH, Orb, 3 hours, Orb of light near Moore water tower. ((NUFORC Note: Venus?? PD)), 4/9/2020
2020-04-01T20:00:00Z, Negley, OH, Circle, 20 minutes, 15 bright round white lights traveling west to east. ((Starlink satellites)), 6/25/2020
2020-03-31T11:53:00Z, Cleveland, OH, Orb, 2 minutes, Large metallic balls flew silently through the outside mall area and continued flying South as they rose into the air, 10/8/2022
2020-03-29T00:00:00Z, Dayton, OH, Circle, , 3/29/20 and 4/5/20 in my back yard, 6/25/2020
2020-03-28T23:00:00Z, Cleveland, OH, Other, on going, contact transparent biological entity on going, 12/23/2020
2020-03-26T06:00:00Z, Thurman, OH, Circle, 15-20 minutes, Line of lights like stars moving across the sky then disappeared. ((Starlink satellites)), 5/21/2020
2020-03-26T05:50:00Z, Grove City, OH, Light, 3-5 minutes, Multiple Amberish lights., 5/7/2020
2020-03-26T05:45:00Z, McArthur, OH, Sphere, 3-4 minutes, Multiple lights in sky. ((Starlink satellites)), 5/7/2020
2020-03-25T20:15:00Z, New Albany, OH, Orb, 30 seconds, "Bright orb seen in sky in Columbus, Ohio on Wednesday, Mar. 25th. Took off at 45 degree angle - blink of an eye.", 5/21/2020
2020-03-23T13:00:00Z, Logan, OH, Circle, , It was a grey circular craft flying in the sky, 5/21/2020
2020-03-22T02:00:00Z, Oxford, OH, Light, 2-4 minutes, Gold light moving horizontally across the sky in the Ohio countryside., 5/7/2020
2020-03-21T09:20:00Z, Highland Heights, OH, Sphere, 15 minutes, They follow a path of the same distance the first one disappears and an other one appears. ((Starlink satellites)) Crazy, 5/15/2020
2020-03-20T00:00:00Z, Hamilton, OH, Formation, 1 minute, "Hello, It said not to gives names of any place or person. So I'll just give a jist of what me and another had seen. It was about Mar", 8/6/2020
2020-03-18T09:15:00Z, Pioneer, OH, Orb, UFO sighting, My and my gf seen hundreds of white orbs in the north west sky of ohio, 6/25/2020
2020-03-17T16:30:00Z, Madison, OH, Light, 1/60 minute, "I’ve always believed in aliens for sure but maybe it’s cause I’ve been watching A LOT of ancient aliens but anyways, I was driving home", 5/15/2020
2020-03-16T23:45:00Z, Akron, OH, Other, Few Seconds, Green flourescent Square with black center descended quickly in the sky., 5/15/2020
2020-03-12T20:48:00Z, Troy, OH, Unknown, 33 minutes, passed it in my car at 50 mph. And it was under 1000 ft over town. Had a definite sharp edge triangle shape., 3/2/2021
2020-03-12T06:00:00Z, Lebanon, OH, Light, 1 hour, "Two objects that were green, then red, then green hovering and moving at high rate of speed at times for over an hour.", 5/7/2020
2020-03-08T21:00:00Z, Niles, OH, Light, 5 minutes, Saw 4 lights looked like dim stars. All in a line spaced evenly apart too high to be an a/c. ((Spacelink satellites)), 5/1/2020
2020-03-07T20:00:00Z, Madison, OH, Formation, 6 minutes, 11 lights traveling in a straight line very high up perfect spacing and speed in a single file. (Spacelink satellites)), 5/1/2020
2020-03-07T19:30:00Z, Powell, OH, Light, 5 minutes, A line of at least 7 points of light moving from southwest to northeast over Ohio 1930 hrs 3-7-2020 ((Spacelink satellites)), 5/1/2020
2020-03-07T19:30:00Z, Fremont, OH, Light, 4 minutes, 10 very high white lights in a single file formation 8 to 10 degrees apart. ((Spacelink satellites)), 5/1/2020
2020-03-07T19:30:00Z, Huber Heights, OH, Unknown, 45 seconds, "11-12 Fast Flying Objects over Dayton, Ohio Suburb ((Spacelink satellites))", 5/1/2020
2020-03-07T19:30:00Z, Columbus, OH, Light, 10 minutes, 40-50 solid lights going from West to east at equal intervals for about 10 min from when I noticed them. ((Spacelink satellites)), 5/1/2020
2020-03-07T19:30:00Z, Delaware, OH, Formation, 20 seconds, At 7:30pm I was in my back yard and looked up at the stars as I often do. I noticed what I thought was the ISS. So I checked my ISS tra, 5/1/2020
2020-03-07T01:00:00Z, Port Charlotte, OH, Light, 1 minute, My husband and I were passengers in a car returning home from late night flight. He points out strange light in sky to east of I-75 (i, 8/27/2020
2020-03-06T17:00:00Z, Beavercreek, OH, Other, 15 seconds, Flash and object zig-zagging near wpafb, 5/1/2020
2020-03-05T21:15:00Z, Lebanon, OH, Sphere, 5 minutes, "Round spheres, evenly spaced, heading northwest. Total of 12 lasting 5 minutes. ((""Starlink"" satellites??))", 4/9/2020
2020-03-05T21:00:00Z, Brunswick, OH, Circle, 15 minutes, "Saw 3 circles that I thought were stars but then the objects started moving and disappeared. ((""Starlink"" satellites??))", 4/9/2020
2020-03-05T21:00:00Z, Rayland, OH, Light, 20 minutes, Saw a bright object and 26 other ones coming out of the bright light. All in a perfect line. ((Starlink satellites)), 5/1/2020
2020-03-05T20:30:00Z, Bryan, OH, Orb, 10 minutes, String of 32 satellite-like lights that lasted 10 minutes. ((Starlink satellites)), 5/1/2020
2020-03-05T20:25:00Z, Columbus, OH, Circle, 2-3 minutes, "Perfect line formation of round white objects moving across the night sky and vanished one by one. ((""Starlink"" satellites??))", 4/9/2020
2020-03-05T20:17:00Z, Delaware, OH, Formation, 10 seconds, "I see 5 lights in a line, separated evenly, flying at the same speed. ((""Starlink"" satellites??))((anonymous))", 4/9/2020
2020-03-05T20:15:00Z, Vienna, OH, Light, 10 minutes, "24 lights flying one after the other in a pretty consecutive time frame. ((""Starlink"" satellites??))((anonymous))", 4/9/2020
2020-03-05T20:10:00Z, Jackson, OH, Light, 15 minutes, ~1.75 hours after sunset approx. 20 lights flew in straight line SW to NE fading out at certain point. ((Starlink satellites)), 5/1/2020
2020-03-05T20:10:00Z, Columbus, OH, Light, 30 seconds, "8 lights evenly spaced moving in a straight line and each consecutively disappeared overhead. ((""Spacelink"" satellites??))", 4/9/2020
2020-03-05T20:00:00Z, Massillon, OH, Light, 40 minutes, "Too high and too fast to be from here. ((""Starlink"" satellites??))((anonymous))", 4/9/2020
2020-03-05T20:00:00Z, Brunswick, OH, Circle, 20 minutes, "6 White circles moving in a straight line and then dissapearing and then looping and reappearing. ((""Starlink"" satellites??))", 4/9/2020
2020-03-05T18:00:00Z, Bainbridge, OH, Formation, 5 seconds, "Two yellow circles appeared shining Yello with light. Then three at one time between those lit up. ((""Spacelink"" satellites??))", 4/9/2020
2020-03-05T08:00:00Z, Cincinnati, OH, Light, 20 minutes or more, Regularly spaced lights lasting at least 20 minutes. ((Starlink satellites)), 5/1/2020
2020-03-01T05:00:00Z, Winchester, OH, Circle, 10 minutes, "I saw a line of stars or round objects moving southeast. Grouped as two stars or one but spaced unevenly. ((""Starlink satellites??))", 4/9/2020
2020-02-25T03:23:00Z, Akron, OH, Triangle, 5 minutes, Something turned on our motion detected security camera. At first there is a loud voice that says something that sounds to my husband l, 4/9/2020
2020-02-19T23:00:00Z, Middleburg Heights, OH, Sphere, 40 minutes, Round sphere bright light 5 of them kinda scattered I've been seeing them for 3 nights in a row now my daughter has seen them also man, 2/25/2020
2020-02-19T19:11:00Z, Cleveland, OH, Circle, 2 hours, Brighter then the planet Jupiter, 2/25/2020
2020-02-18T20:45:00Z, Bellevue, OH, Circle, , Round objects appeared and zoomed off, 2/25/2020
2020-02-17T05:25:00Z, Akron, OH, Light, 3 minutes, Green UFO making directional changes, 2/25/2020
2020-02-17T05:25:00Z, Akron, OH, Light, 3 minutes+, Have never seen anything Move this fast or change directions this rapidly., 6/25/2020
2020-02-17T02:00:00Z, Columbus, OH, Cylinder, 8 seconds, I was driving west on Steele ave and the green Cylinder shape growing light came from went shooting across the sky right in front of me, 2/25/2020
2020-02-16T19:00:00Z, Springfield, OH, Formation, 3 minutes, "Above the reservoir we saw a formation of 20 or more orange lights streching across the sky. ((""Starlink"" satellites??))", 2/25/2020
2020-02-06T21:40:00Z, Wooster, OH, Flash, 1 second, "There was a bright turquoise flash in the sky, toward the southwest. There was no sound of any impact or explosion.", 2/7/2020
2020-02-05T20:15:00Z, Streetsboro, OH, Circle, 10 minutes, Several small white dots traveling in a line for over 10 minutes. ((Starlink satellites)), 5/1/2020
2020-02-02T21:00:00Z, Pataskala, OH, Sphere, 5 seconds, Witnesses approximately 10 to 15 glowing objects racing across the sky moving from Orion the hunter's 3 star belt to the right (north)., 2/7/2020
2020-02-02T19:00:00Z, Mansfield, OH, Light, >30 minutes, My wife an I were leaving our home with our two sons when we were about to pull out of our driveway when we noticed a very big bright l, 2/7/2020
2020-01-21T03:30:00Z, Botkin, OH, Disk, 11-15 minutes, While traveling south on interstate 75 my fiancee and I saw a very large amber glow in the distance with what seemed to be a cone shap, 1/31/2020
2020-01-17T18:30:00Z, Xenia, OH, Light, 10 minutes, "12 orange lights across the sky no noise at all! ((""Starlink"" satellites??))", 1/31/2020
2020-01-14T19:15:00Z, Wellston, OH, Light, ~30 seconds, Group of unknown lights over Jackson county Ohio, 2/7/2020
2020-01-14T19:00:00Z, Jackson, OH, Unknown, 10-20 seconds, Driving on Burlington rd. and witnessed several straight rows of multiple lights that appeared to line a black/invisible square or tria, 2/7/2020
2020-01-14T06:57:00Z, Bristolville, OH, Light, 15 minutes, I seen a light like a star but it moved slowly and quietly. Stopped in one spot for 15 or so minutes while a plane with red blinking l, 2/7/2020
2020-01-10T19:48:00Z, Garrettsville, OH, , , MADAR Node 64 supercedes previous false entry date 01/11/2020, 1/31/2020
2020-01-08T18:50:00Z, Holland, OH, , 4 minutes, "About 12 objects streaked across the sky in straight line formation, with perfect distance between them.((""Starlink"" satellites??))", 2/7/2020
2020-01-02T19:00:00Z, Mentor, OH, Cigar, 5 minutes, NE Ohio Low Flying Blimp-like Sighting, 2/7/2020
2020-01-02T13:00:00Z, Sardinia, OH, Light, 0:00, Strange light occurs often inside brick house in ground level walls have very high energy and attic floors. Video., 2/7/2020
2020-01-02T03:40:00Z, Oberlin, OH, Disk, 3 hours, UFOs hung around the area until dawn when they disappeared, 2/7/2020
2020-01-01T20:08:00Z, Commercial Point, OH, , 3 seconds, Bright light going east to west burning steady light across the sky, 1/31/2020
2020-01-01T03:00:00Z, Oberlin, OH, Disk, 4 hours, Saw a craft move for hours until it flew by my window, 3/2/2021
2019-12-24T05:50:00Z, Hamersville, OH, Flash, 4 seconds, Strip of light falling to the ground and went from white to neon green and then disappeared, 2/7/2020
2019-12-23T22:24:00Z, Grove City, OH, , Brief, Large green light ball falling quickly., 1/31/2020
2019-12-22T21:30:00Z, Huron, OH, Other, 15 minutes, "There were a series of 'star like' images across the sky in a straight diagonal line, a procession of them. ((""Starlink"" satellites??)", 1/31/2020
2019-12-22T19:15:00Z, Defiance, OH, Light, 30 minutes, There were 5 to 8 lights in a straight/diagonal line fading in and out and moved a bit .((NUFORC Note: Starlink satellites? PD)), 12/22/2019
2019-12-15T14:00:00Z, Harrod, OH, Cylinder, 5 seconds, I was driving down Phillips Rd outside of Harrod Ohio when I seen a large round/cylinder shaped aircraft that was just hovering over th, 1/31/2020
2019-12-14T20:00:00Z, Vermilion, OH, Circle, 2 minutes, The Red Balls were unbelievably bright red. They were very fast., 12/19/2019
2019-12-14T18:00:00Z, Range (SR 323 at Dorn Rd), OH, Circle, 5 minutes, "Driving toward Midway, OH on US 323.I had just driven through Range, OH when a family member and myself noticed some object crossing over", 12/19/2019
2019-12-13T02:30:00Z, Delaware, OH, Light, 2 seconds, Green ball of light, 12/19/2019
2019-12-12T17:01:00Z, Hillsboro, OH, Triangle, 2 minutes, Large orange lights in the sky moving ((anonymous report)), 12/19/2019
2019-12-12T06:40:00Z, Orient, OH, Diamond, 3 minutes, Seen a lot of weird lights in different formations over house for a period of about 3 minutes a video on phone and you could not hear o, 12/19/2019
2019-12-11T06:00:00Z, Barberton, OH, Circle, 12 to 15 minutes, Walking dog at 6am looking up to see clear night sky notice object going from north to south then another and another perfect formation, 12/19/2019
2019-12-10T17:32:00Z, Niles, OH, Unknown, 20, Pulsating light over the Chipotle Plaza started white and pulsated into a reddish yellow color lasting 3-4 secs and 2 secs in between., 12/19/2019
2019-12-09T21:19:00Z, Canton/Jackson Township, OH, Flash, less than a second, Green flash of light over Canton Ohio, 12/19/2019
2019-12-07T19:15:00Z, Massillon, OH, Flash, 5 seconds, Bright green light., 12/19/2019
2019-12-06T22:00:00Z, Columbus, OH, Disk, , Pyschic Research of the new Space Force and our 10 UFO craft, 12/19/2019
2019-12-06T00:30:00Z, Maumee, OH, Oval, 1 minute, was walking home late at night and saw the sky turn greenish out of my peripherals. ((anonymous report)), 12/19/2019
2019-12-05T05:45:00Z, Chillicothe, OH, Other, 90-120 seconds, Multicolored lights on strangely shaped object in Central Ohio South of Columbus (Ross County), 12/19/2019
2019-12-04T00:27:00Z, Mayfield Heights, OH, Oval, 2 minutes, "Was driving down gates mills blvd when flashing lights (red, blue, green) similar to airplane caught my eye. Drove further down road", 12/19/2019
2019-12-01T10:30:00Z, Cincinnati, OH, Cylinder, 3 minutes, Driving on I-75 Southbound saw a white Tic-Tac shaped object hovering in Western sky with no sound., 12/19/2019
2019-12-01T06:25:00Z, Cleveland, OH, Oval, 5-6 minutes, Huge oval craft over urban area, 12/19/2019
2019-11-28T20:30:00Z, Toledo, OH, Circle, 5 minutes, Strange rotating lights in the sky. Followed what seemed like source but in middle of woods.Also airport is not in the same direction, 12/1/2019
2019-11-26T19:55:00Z, Lordstown, OH, Triangle, ~5 minutes, "Black Triangle Sighted near Lordstown, OH on evening of 11/26/2019", 9/4/2020
2019-11-26T19:43:00Z, Girard, OH, Triangle, 1 minute, Two crafts flew over a residential area and suddenly disapeared without any obstruction of view from a very short distance., 12/1/2019
2019-11-25T05:50:00Z, Westerville, OH, Formation, 5-10 minutes, "20-30 lights moving in a straight line over Westerville, Ohio. ((NUFORC Note: ""Starlink"" satellites? PD))", 12/1/2019
2019-11-24T05:30:00Z, Pataskala, OH, Unknown, 15 minutes, "Multiple objects appeared from dark sky and tracked behind each other. ((NUFORC Note: ""Starlink"" satellites? PD))", 12/1/2019
2019-11-24T05:20:00Z, Marysville, OH, Unknown, 10 minutes, "Strange lights over Central Ohio. ((NUFORC Note: ""Starlink"" satellites? PD))", 12/1/2019
2019-11-18T19:30:00Z, Bellevue, OH, Other, 1hour, My friend and I are both deeply affected by this experience, 12/1/2019
2019-11-16T03:00:00Z, Niles, OH, Unknown, 30 seconds, "Intensely Bright starlike sighting, slightly above the treetops, with pulsating reddish glow to center. Moving Southeast to Southwest.", 12/1/2019
2019-11-14T23:30:00Z, Suffield, OH, Other, 2 minutes, A triangular figure that was well lit and outlined in green with three arms. It was larger than an airplane. Descending rapidly., 12/1/2019
2019-11-14T22:33:00Z, , OH, Triangle, About 3-5 minutes, "Very large craft, bottom appeared in storm cloud, moved slow and silent with cloud, huge ship about the size of 2-3 football fields.", 4/22/2022
2019-11-10T19:48:00Z, Toledo, OH, Orb, 2 minutes, "I was sitting in my car watching what seemed like a lighthouse light or circling airplane above the tree and when I got out of the car, ", 12/1/2019
2019-11-08T17:30:00Z, Mt. Gildead, OH, Light, 90 seconds, Bright white light with beams of light from the sides and small green flashing lights to the side., 12/1/2019
2019-11-08T17:00:00Z, Galloway, OH, Circle, 60 seconds, While driving past Bolton field Airport we saw 3 objects hovering above the airport. All of the sudden the one object moved Close to t, 12/1/2019
2019-11-05T19:15:00Z, Blueash, OH, Fireball, 30 seconds, I saw ball of light with small tail that does the yellow orange colored ball of light as it fell towards the ground it continually zigg, 12/1/2019
2019-11-01T22:34:00Z, Harrison, OH, Unknown, 1 minute, "I simply thought it was a car at first. It started with a low humming sound. I live in apartments in Harrison, Oh. So didn't think much", 12/1/2019
2019-11-01T06:35:00Z, Columbus, OH, Triangle, 1 minute, Black Triangle UFO/TR-3B sighting North of John Glenn Int'l Airport Ohio, 12/1/2019
2019-10-31T20:30:00Z, North Royalton, OH, Flash, 30 seconds, It light the whole sky up a if i was in a dreaming and i felt my dead aunt with me, 12/1/2019
2019-10-28T12:00:00Z, Cleveland, OH, Light, 12 minutes, "lIGHT AT SOME SPEED, two similar lights shot out like dolphins jumping parallel to esch other. 12 min obsersance.", 12/1/2019
2019-10-24T00:00:00Z, Thornville, OH, Light, 5 minutes, Star like object dancing in the sky, 12/1/2019
2019-10-23T20:00:00Z, Poland, OH, Light, 3 hours, "Star moving like slow moth, one star looked connected to another as if one body moving around", 12/1/2019
2019-10-23T06:50:00Z, Columbus, OH, Sphere, 1 minute, """Star"" moves from formation of stars west to east at steady pace.", 12/1/2019
2019-10-22T20:14:00Z, Toledo, OH, Triangle, 35 seconds, "Driving down the road as the passenger while looking out of window, i seen odd shapes in the sky.", 12/1/2019
2019-10-21T18:58:00Z, West Chester, OH, Oval, 90 seconds, "very bright light east of I-75 near West Chester, Ohio", 12/1/2019
2019-10-19T20:00:00Z, Willoughby, OH, Light, 5 minutes, "Looking north, two small, bright lights appeared and at first remained still. Then started to move parallel to each other. Then two mor", 12/1/2019
2019-10-18T20:23:00Z, Westlake, OH, Light, 7 seconds, I was driving down I90 Westbound around the Rocky River/Westlake border. It was dark out and the highway lights were on. I saw a green, 12/1/2019
2019-10-18T12:45:00Z, Cincinnati, OH, Cigar, 30 seconds, Silver cigar shaped craft that vanished near Cincinnati, 12/1/2019
2019-10-13T21:03:00Z, Columbus, OH, Sphere, 4 mins, I was taking out the trash when I saw lights coming from the south. First two yellow orange balls came into view and I ran in to get my, 12/1/2019
2019-10-12T21:00:00Z, Deerfield Twnshp, OH, Circle, 15min, Orange round lighted floating quiet 1 hanging off four in a line angled downward quietly just move gone through and sort of went in and, 12/1/2019
2019-10-11T09:30:00Z, Batavia, OH, Light, 20 minutes, A light has been circling houses in Eastgate near Batavia Ohio, 12/1/2019
2019-10-10T09:00:00Z, Columbus, OH, Circle, ~10 seconds, "A very bright, white, spherical light abruptly appeared in the night sky, and minimized until it became a pinprick and disappeared.", 12/1/2019
2019-10-09T22:00:00Z, Dayton, OH, Changing, 45 minutes, Glittering cylindrical object over East Dayton., 12/1/2019
2019-10-09T07:02:00Z, Circleville, OH, Light, 5 seconds, "White, star-like light flew across the sky and then made a sudden sharp upward turn and completely disappeared.", 12/1/2019
2019-10-09T07:00:00Z, Hilliard, OH, Light, 1-3 seconds, White Light in the Sky, 12/1/2019
2019-10-08T18:40:00Z, Carroll, OH, Cylinder, 5 minutes, "I was outside and I looked up at a high altitude airplane and as I was watching it go overhead, this cylinder shaped, all white object", 12/1/2019
2019-10-08T18:40:00Z, Carroll, OH, Cylinder, 5 minutes, I saw a high altitude airplane going overhead. A white cylinder shaped object flew behind it. ((anonymous report)), 12/1/2019
2019-10-08T07:00:00Z, Defiance, OH, Light, 10 minutes, Five white lights that merged into one, 12/1/2019
2019-10-08T03:00:00Z, Columbus, OH, Rectangle, .30 seconds, "Black rectangle craft, green lights", 12/1/2019
2019-10-07T07:00:00Z, Columbus, OH, Other, morning, A Person Moving thru the sky, 12/1/2019
2019-10-07T05:20:00Z, Findlay, OH, Light, Few minutes, Very bright non-blinking large light sitting in same spot for a few minutes maybe a few hundred feet up and disappeared as I was watchi, 12/1/2019
2019-10-06T02:00:00Z, Brookfield, OH, Circle, 4 hours, Bright object in sky hovering for hours, 12/1/2019
2019-10-05T20:51:00Z, New Philadelphia, OH, Circle, 30 seconds, "I was traving in the car with my daughter heading north on I 77. As it got closer to me, I noticed its circular shape, resembling a whe", 12/1/2019
2019-10-05T19:00:00Z, Pandora, OH, Light, 5 seconds, Fast moving bright blue light spitting fireballs behind it., 12/1/2019
2019-10-05T08:00:00Z, Ravenna, OH, Light, 15 seconds, "Saw a light changing color, blue, copper color, green, red. Heading NW. Moving very fast. Was not flashing like an aircraft. Light was", 12/1/2019
2019-10-04T19:00:00Z, Maineville, OH, Disk, 30 minutes, Multiple white objects (up to 5) randomly appearing/disappearing in the northwest sky...., 12/1/2019
2019-10-02T20:00:00Z, Dover, OH, Disk, 2 minutes, 4 round red & orange lights in the sky, 2/13/2020
2019-09-28T19:30:00Z, Columbus, OH, Rectangle, 20 second, Look like a rectangle with flashing red lights, 12/1/2019
2019-09-27T01:30:00Z, Mansfield, OH, Fireball, 7 seconds, "2 of 2 - Fireball entering earths, slowed down and accelerated out of earths atmosphere", 10/4/2019
2019-09-26T22:15:00Z, Mentor, OH, Light, 10 seconds, "4 small white lights, equidistant apart, appeared in a straight line that moved at a rapid rate across the night sky.", 10/4/2019
2019-09-26T21:30:00Z, Mantua, OH, Other, 2 minutes, "Saw a large, single, bright red/orange/yellow square object in the southern sky moving west to east. Definitely not a plane as it much", 10/4/2019
2019-09-26T18:30:00Z, East Canton, OH, Cigar, 60 seconds, Large silent craft . 4 lights non blinking . Silent and smooth flying., 10/4/2019
