Date/Time, City, State, Shape, Duration, Summary, Posted
2001-05-10T21:00:00Z, Middletown, OH, Cone, , went both ways on the moon, 8/5/2001
2001-05-10T14:00:00Z, Youngstown, OH, Sphere, 45 mins., "Well, We were walking in to a store when my girlfriend said look at those balls in the sky, I looked where she had pointed in the sky an", 10/7/2003
2001-04-20T22:30:00Z, Columbus, OH, Diamond, 1 min, It few over then stopped in a hover position. It looked like the crafts were in a fighter like formation then dispearded., 4/28/2001
2001-04-19T23:55:00Z, Cadiz, OH, Light, 5 mins, I witnessed what seems to me as a very unusual craft flying over my small town ohio residence., 4/28/2001
2001-04-13T23:37:00Z, "Middlefield (on county line, Geauga/Trumbull Counties)", OH, Light, 3 min (approx.), "While driving westbound on state route 87 by the geauga and trumbull county line, another car was approaching towards the east. A brigh", 4/28/2001
2001-04-07T17:00:00Z, Canton, OH, Egg, , "It was a large, egg shaped craft that had a glow of blue. there were 3 of them traveling very fast in circles, up and down, side to sid", 4/28/2001
2001-04-07T15:30:00Z, Pepper Pike, OH, Cigar, 10 seconds, "Large, silver cigar, hovering low on horizion, half the size of my finger at arms length, in northeast.", 8/5/2001
2001-04-07T00:05:00Z, Hamersville, OH, Light, 30 min, Blue green lights over southen ohio, 8/5/2001
2001-03-25T23:00:00Z, Loveland, OH, Light, unknown, Stationary light that changed from yellow to green to red and was hovering below the clouds., 4/1/2001
2001-03-22T20:50:00Z, North Canton, OH, Cylinder, 5-6 seconds, "Unusual object with very dim, steady lights darts across sky", 4/1/2001
2001-03-22T20:17:00Z, Cleveland, OH, Fireball, seconds, Very Large Ball of Fire Scattering and Sparking, 4/1/2001
2001-03-14T20:30:00Z, Munroe Falls, OH, Changing, 3 Min, Object seen 3-14-01 changing shape and size in Northeast Ohio, 4/1/2001
2001-03-10T18:00:00Z, New Washington, OH, Unknown, , Multi-colored lights on craft(not Plane), 4/28/2001
2001-03-08T20:30:00Z, Massillon, OH, Cigar, 3 minutes, "Was a small looking cigar/bone shaped white thing with a little red on it in the sky heading N.W at 6:30 EST on Friday March 8, 2001.", 3/16/2001
2001-03-04T14:00:00Z, Zanesville, OH, Circle, 1-2 minutes, a friend and i saw a bright circular craft moving from left to right, 3/16/2001
2001-02-26T20:30:00Z, Wadsworth, OH, Formation, 5 to 7 sec., Six Star like objects in tight formation moving at a high rate of speed, 3/6/2001
2001-02-24T23:32:00Z, Kettering, OH, Light, 30 to 45 seconds, "On 02/24/01 at 11:32 p.m. I saw a difuse, moving red glow in the sky while I was driving", 3/16/2001
2001-02-23T22:00:00Z, Cincinnati, OH, Disk, 10 minutes, 2 saucer like objects that moved from place to place then sped towards the sky., 11/8/2003
2001-02-22T23:30:00Z, Toledo, OH, Other, 5.5 sec., "Midnight car drive, unexpected visit by an object", 2/24/2001
2001-02-20T23:00:00Z, Chardon, OH, Orb, 3-4 minutes, "Blue orb hovering over trees, then crosses feild.", 2/24/2001
2001-02-12T20:12:00Z, Wadsworth, OH, Triangle, 15 min, Red lights on a triangular object with 2 others hovering paralle, 2/18/2001
2001-02-08T20:00:00Z, Lancaster, OH, Sphere, 1.25 minutes, A Bright light in the shape of a sphere that moved southeast at a steady spead and appeared to have flames pulsating behind it., 2/24/2001
2001-01-25T21:30:00Z, Sidney, OH, Sphere, about 3 minuets, Sphere that emitted blue & red flashes & disapered without a trace., 2/18/2001
2001-01-12T21:05:00Z, Lancaster, OH, Cigar, 10 minutes, We watched a cigar/cylinder shaped object about ten degrees above the horizon., 2/18/2001
2001-01-07T18:00:00Z, Marietta, OH, Light, 5 sec., Bright light go's threw 1/2 the sky and over the horizen in 5 sec., 2/18/2001
2001-01-06T20:30:00Z, South Point, OH, Sphere, 10 minutes, "the object had a bright white center and a weblike bright white formed structure forming the bottom, could not be a star because it van", 2/18/2001
2000-12-24T22:00:00Z, Plymouth (rural), OH, Fireball, 5 seconds, "my husband and i were returning from son's home, heading northeast on state route 598, around l0 p.m. when i saw a bright green firebal", 2/18/2001
2000-12-21T23:56:00Z, Amhearst, OH, Unknown, 2 seconds, 2 seconds of blue light that covered the whole sky, 1/3/2001
2000-12-17T19:30:00Z, Medina, OH, Triangle, 3-5minutes, Black Triangle followed by Orange Orb., 2/18/2001
2000-12-12T18:45:00Z, Madison, OH, Teardrop, 1min 30sec, We were just sitting outside back by the woods when I saw two different color lights which were red and green. They just streamed acros, 2/18/2001
2000-12-08T20:00:00Z, Beaver, OH, Light, 2 hrs. to ?, Three bright objects would appear and disappear covering great distances in the night sky., 12/20/2000
2000-11-23T06:30:00Z, Oregon, OH, Triangle, 4 minutes, "Dark triangular object spotted over Oregon, Ohio early morning Nov. 23rd.", 12/2/2000
2000-11-10T18:00:00Z, Perrysburg, OH, Rectangle, 1 minute, "large, flat square object that didnt seem to move much", 1/3/2001
2000-11-06T21:30:00Z, Mentor, OH, Circle, 2 minutes, Round object flying through the sky, 12/2/2000
2000-10-31T21:00:00Z, Cincinnati, OH, Triangle, , Triangular craft over Cincinnati suburbs, 12/2/2000
2000-10-31T19:15:00Z, Cygnet, OH, Egg, 45 Min., Saw a craft streak across the sky in ohio., 12/2/2000
2000-10-31T19:15:00Z, Cygnet, OH, Egg, 45 Minutes, "The ship crossed the sky, stopped shot up about a half mile, hovered for a while and changed a multitude of colors and departed with us", 12/2/2000
2000-10-31T19:00:00Z, Elyria, OH, Unknown, 20 seconds, Shooting star flies by -- 1/2 hour later we have what appears to be 8 search aircraft looking in the area., 12/2/2000
2000-10-31T18:30:00Z, Fostoria, OH, Changing, 30 seconds, "Between 1800 and 1900 on Tuesday, October 31, 2000, my mother and I both witnessed in the clear night sky what first appeared to be a f", 2/18/2001
2000-10-30T19:00:00Z, Austintown, OH, , less than one minute, bright green light moving fast, 12/2/2000
2000-10-29T19:30:00Z, Munroe Falls, OH, Light, 5 minutes, We stood for sometime just watching this very large bright light in the sky., 12/2/2000
2000-10-29T11:10:00Z, Norwalk, OH, Light, 20 min., "WE SEEN NUMEROUS ROUND, OVAL, AND DISK SHAPED OBJECTS FLYING NEAR THE SUN. AFTER WATCHING THIS FOR SOME TIME WE ALSO SEEN A LARGE, BLAC", 12/2/2000
2000-10-24T19:15:00Z, Medina, OH, Diamond, 40 min ?, I saw a metallic cone shaped humming object with very bright lights., 12/2/2000
2000-10-21T13:30:00Z, West Manchester, OH, Cylinder, 5 SECONDS, "While watching jets passing overhead leaving trails in every direction in the sky, we observed an object completely disappear from the", 12/2/2000
2000-10-15T23:00:00Z, Martins Ferry, OH, , over night, snatched up in the middle of the night, 12/2/2000
2000-10-08T18:00:00Z, Lisbon, OH, Light, 1 minute, A BALL OF LIGHT MOVING A GREAT SPEED IN THE SKY, 12/2/2000
2000-10-07T23:30:00Z, Toledo to Marion, OH, Light, 2 hours, We saw a very bright light that only lasted for a second at a time that always moved from right to left and was close to the ground., 12/2/2000
2000-09-28T14:00:00Z, West Manchester, OH, Other, 5 seconds, White jet seen disappearing after passing through a trail left by a jet., 12/2/2000
2000-09-28T01:00:00Z, Vermilion, OH, Disk, about 30 secs., I saw 3 disc shaped crafts with a greenish hue., 12/2/2000
2000-09-22T00:30:00Z, Defiance, OH, Other, 1.5 Minutes, "The object, in about 1 -2 seconds, moved from my east to west without a noise. It looked circular and glowed like the moon.", 12/2/2000
2000-09-21T10:50:00Z, Columbiana, OH, Circle, 6 sec., The edge of the craft slid into view from space just showing it's grey through the blue sky!, 12/2/2000
2000-09-21T06:50:00Z, Columbiana, OH, Unknown, 6 sec., The object broke into view in the blue then receded the way it entered, 12/2/2000
2000-09-19T20:30:00Z, Ravenna, OH, Formation, 3 - 5 seconds, "Formation of 4-5 huge boomerang shaped objects, fully lit, silent, shooting star speed, flying in perfect unison.", 12/2/2000
2000-09-19T20:05:00Z, Conneaut, OH, Light, 1-5 min., bright lights that change direction at great speed, 9/21/2000
2000-09-19T12:15:00Z, Girard, OH, Circle, 10 MIN., At first it seemed random then it was precision all the way and the last one went back and out first 2 hovered., 9/21/2000
2000-09-17T16:00:00Z, Cleveland, OH, Cigar, 5 min, long silver cigar shaped flying high with no vapor trail and no sound, 12/2/2000
2000-09-15T00:00:00Z, Toledo, OH, Triangle, 5 min., The object was triangle in shape and hovering above with no sound and black in color., 12/5/2001
2000-09-13T21:00:00Z, Dayton, OH, Triangle, 7 hrs, "At around 9PM september 13th 2000 a craft, the size of a football field was seen very low in the sky going in the direction of Wright P", 12/2/2000
2000-09-13T13:00:00Z, Toledo, OH, Sphere, 10 min., "sphere, traveling north, 8-10, 000 ft, silver white, no sound, changing direction slightly, speed of 180 mph, plane's in the area.", 9/17/2000
2000-09-06T22:32:00Z, Peebles, OH, Fireball, 2 min., "two object appox.500 to 1000 feet in the air, moving at high rate of speed . no noise detected at all, from either witness. extremely", 9/17/2000
2000-09-06T02:40:00Z, West Leipsic, OH, Light, 18 minutes, Observed two bright lights from vehicle and chased them until they went out of sight in different directions., 9/17/2000
2000-09-02T14:00:00Z, Hebron, OH, Light, app. 20 min., erratic star-like light changes speed/direction, 9/15/2005
2000-08-30T21:10:00Z, Troy, OH, Light, 1 minute, "Bright white light which appeared and disapeared in northern sky, in approx. one minute.", 9/21/2000
2000-08-29T23:31:00Z, Streetsboro, OH, Light, 15 min, bright white light traveling west then reversed it's direction quickly and unlike convential aircraft did not have strobe or other iden, 9/17/2000
2000-08-15T23:00:00Z, Wapakoneta (near), OH, Cone, about 30 sec, large cone shaped blue white object apparently entering atmosphere, 10/30/2006
2000-08-03T22:27:00Z, Valley City, OH, Flash, 2 seconds, "It was a green light, going across the sky, faster than any normal aircraft sighted in the area.", 8/5/2000
2000-07-30T22:00:00Z, Columbus, OH, Light, 10 minutes, "Dancing ""star"" over Columbus, Ohio", 8/5/2000
2000-07-23T23:30:00Z, Columbus, OH, Light, 15sec., It appeared to leap into space almost institaniously, 8/5/2001
2000-07-19T17:00:00Z, Cleveland, OH, Circle, 2-3 min., small whit globe-like objects seen on clear day doing srange things., 7/23/2000
2000-07-15T20:50:00Z, Madison, OH, Cigar, 2 seconds, Very Fast Moving Object, 7/23/2000
2000-07-15T01:15:00Z, Cheshire, OH, Oval, 3minutes, I was outside in my yard when I saw the bright orange objects in a triangle patteren as they move across the sky., 7/23/2000
2000-07-08T23:00:00Z, Steubenville, OH, Triangle, 5 MINUTES, "TRIANGULAR OBJECT MOVING AT A STEADY RATE OF SPEED WITH NO LIGHTS, NOISE & COMPLETELY INVISIBLE", 4/9/2004
2000-07-07T04:15:00Z, Cleveland, OH, Unknown, , "bright orange light, no sound.", 7/11/2000
2000-07-04T23:00:00Z, Toledo, OH, Triangle, 20 minutes, A white triangle formation was seen along northern Ohio toll road., 12/9/2003
2000-07-01T15:00:00Z, Defiance, OH, Cross, 5 minutes, "Small silent aircraft like object observed in rural area that did not ""behave"" like any known object, such as a bird or toy plane.", 2/18/2001
2000-06-30T21:35:00Z, Sycamore, OH, Triangle, 25min, I seen a very low flying craft 500 Lights On Object0: Yes, 3/8/2007
2000-06-24T22:15:00Z, Wintersville, OH, Cylinder, 7 seconds, Dark cylinder with shadowy wing halo......, 7/11/2000
2000-06-19T21:52:00Z, Harrison, OH, Light, 7, I was driving east on I-74 towards Cincinati. There is a lot air activity south of Harrison because of Greater Cincinnati Airport. I, 6/21/2000
2000-06-15T22:00:00Z, Solon, OH, Circle, 15-30 sec, red glowing circular object moving at high speed, 7/23/2000
2000-06-15T21:00:00Z, Findlay, OH, Oval, 5 minutes, I SAW THIS UFO COMING HOME FROM A SOCCER GAME.IT WAS ABOUT 9:00 PM.IT WAS ODD LOOKING - IT KIND OF FREAKED ME OUT. IT WAS AN OVAL SHAPE, 7/16/2003
2000-06-15T13:00:00Z, Gallon (general area), OH, Sphere, 10-15 minutes, "Witnessed 20 minutes as small ""cloud"" turned into silver-gray sphere flying silently over treetops, then it disappeared, faded away.", 10/4/2019
2000-06-15T05:00:00Z, Dayton (Wright-Patterson AFB), OH, Other, 15-20 min., "WPAFB Dayton OH, 3 cloud ufos, we were seen, followed by white vans who later asked me about ufo's.", 8/7/2007
2000-06-05T21:00:00Z, Ironton, OH, Triangle, 30min, Black triangle with paulsing orb on underside., 2/18/2001
2000-05-27T02:00:00Z, Cincinnati, OH, Circle, 30 minutes, IT was a large circular motion of lights in a stationary position., 6/6/2000
2000-05-22T23:15:00Z, Dayton, OH, Unknown, 5-10 sec., "small light in the sky, not blinking, below high clouds, and traveling VERY fast...", 6/6/2000
2000-05-20T05:00:00Z, Hudson, OH, Oval, 3min, "as told to me at my job right after the sighting, My friend gail was traveling to work on route 91, into hudson, ohio. She was a ovel cr", 6/6/2000
2000-05-15T23:30:00Z, Cleveland (approaching), OH, Teardrop, 3-4 seconds, Near miss - a UFO shot out from under our MD-80 and made a ninety degree turn off our right wing., 12/2/2000
2000-05-09T20:30:00Z, Canfield (OH/PA border), OH, Disk, 5 minutes, Observed a black saucer shape in the sky just above the horizon., 6/6/2000
2000-05-03T22:30:00Z, Avon Lake, OH, Other, minute+, slaughterhouse 5 revisited, 5/11/2000
2000-05-01T22:00:00Z, Centerville, OH, Triangle, Few minutes, Black Triangle craft with lights on all corners and it made a humming sound, 7/31/2020
2000-04-24T22:30:00Z, Cincinnati, OH, Egg, 30 Seconds, "At about 10:30PM, I was on westbound I-275 and Highway 128 when a Huge EGG or Top shape object was right above my vechile moving north.", 5/3/2000
2000-04-22T15:00:00Z, Piqua, OH, Unknown, 5 min., It was covered with a misty glare., 1/27/2005
2000-04-07T21:30:00Z, Streetsboro, OH, Unknown, 15 secs, Rumbling Sound, 4/15/2000
2000-03-29T03:00:00Z, Aberdeen, OH, Changing, 5.5 MIN, Approx 3:00am 0n 3/29/00 the following opbervations were observed by myself while observing the Pleadies star cluster in northern sky., 8/5/2001
2000-03-23T19:30:00Z, Somerset, OH, Other, 4-5 sec., "Three cresent red glows in a triangular formation, S.E. traversing 40-45 degrees in 4-5 sec. below Orions Belt.", 4/1/2000
2000-03-15T22:00:00Z, New Philadelphia, OH, Light, 20 min., Light moving irratic in the sky., 4/1/2000
2000-03-03T01:15:00Z, Grove City, OH, Triangle, 1 hour, "Triangle arrangement of lights were witnessed above road. Also, there was at least one red flashing light on one of the sides. It was a", 3/7/2000
2000-03-01T21:00:00Z, Springfield, OH, Chevron, above us, looked like a plane but alot fatter and shorter... lotes off lites on the bottom of it and it was hovering on the side on rt 4 in sprin, 3/7/2000
2000-02-26T02:00:00Z, Vandalia, OH, Light, "2 hours, approx.", "What at first appeared to be stars, were not. The UFO's (numbering at least 75 in number) had definitive patterns and actions.", 3/7/2000
2000-02-20T13:04:00Z, Athens, OH, Cylinder, 30secs/1min+, Witnessed silvery white cylinder travel across sky and then vanish., 2/27/2000
2000-02-19T18:24:00Z, Wilmington, OH, Triangle, 15-20seconds, "i was driving down st rt 73 south three miles south of wilmington.i saw a black triangle ahead, just above the horizon.i saw another one", 2/23/2000
2000-02-19T00:00:00Z, Columbus, OH, Unknown, , Was it a dream or was I abducted?, 3/6/2001
2000-02-15T21:20:00Z, Fredericktown (Outside of), OH, Egg, 10 minutes, I saw two bright white objects in the night sky swoop down and out of the horizon., 2/23/2000
2000-01-20T18:00:00Z, Columbus, OH, Fireball, 5 sec., "Yesterday, 1/20/00 at exactly 6:00p.m., I observed a ""green meteor""? falling from north to south in Columbus, Ohio. My wife and son an", 1/22/2000
2000-01-03T21:30:00Z, West Manchester, OH, Light, 30 seconds to 1 minute, Flashing white light approx. tree top level., 1/7/2000
2000-01-01T03:00:00Z, Bellefontaine, OH, Light, 10 sec., "After we ( my girlfriend and I ) got done skiing at the Mad River Mt. walking back to my car, I look up in the sky and see two red obje", 1/7/2000
1999-12-25T11:40:00Z, Wellington, OH, Oval, 10 seconds, Two UFO's were spotted ofer the Wellington airport by my father and myself., 1/7/2000
1999-12-25T09:30:00Z, Mansfield, OH, Other, 5 or 6 min., "on christmas day morning(Dec.25) 1999, upon my wife and I waking up, I was using the restroom when she said ""come here and look at this", 5/24/2005
1999-12-24T23:24:00Z, Youngstown, OH, Triangle, 10 SECONDS, 3 TRIANGULAR SHAPED OBJECTS MOVING IN FORMATION, 1/7/2000
1999-12-15T17:30:00Z, Athens, OH, Triangle, , The u.f.o. was alinged with 7 lights that mad a triangle with out a botom. I lost sight of it when i reached Athens city., 6/21/2000
1999-12-07T21:00:00Z, Columbus, OH, Light, an hour, "It was big, it was bright and a huge light. Kinda like a white railroad light but triple the size and gave off a floating effect to it", 12/16/1999
1999-12-05T22:00:00Z, Alliance, OH, Other, , "It was dark about 10:00 PM on a saturday me, my 12 yr. old brother, and my bestfriend (I'd like to keep our names a secret b/c ""they"" m", 4/1/2001
1999-12-02T02:00:00Z, Fairborn, OH, Unknown, 10 minutes, There were intensely bright lights about the height of stadium lights in a place where no stadium existed., 10/30/2006
1999-11-30T00:30:00Z, New Holland, OH, Disk, 1 hr. 15 min., Vivid green and red lights coming from an ovject East of Jupiter, 12/16/1999
1999-11-21T01:30:00Z, Lima (just south of mile marker 117), OH, Sphere, 3 minutes, "Saw sphere shaped, mirror like craft moving through field low to ground and very slowly . Craft was randomly shining light onto ground", 11/23/1999
1999-11-20T16:30:00Z, West Carrollton, OH, Disk, 45 sec.?, I have been watching these contrails left by planes all year but I observed something strange. The contrails left a haze over sky and, 11/23/1999
1999-11-20T14:00:00Z, Toledo, OH, Fireball, 5 Seconds, "3 balls of light, rapidly changing color, zipping off at, what seemed to be, the speed of light.", 12/16/2005
1999-11-19T02:15:00Z, "Ohio (I-71, Mile Marker 75)", OH, Formation, 45 seconds, 2 bright lights in northern sky on a right to left angle approx. 40 deg., 11/23/1999
1999-11-18T01:50:00Z, Columbus, OH, Triangle, 20 seconds, While on patrol in my police cruiser I noticed a dark object coming from the east. As it grew closer I noticed it was triangular in sh, 11/23/1999
1999-11-18T01:00:00Z, Columbus, OH, Triangle, 15 seconds, "I was looking for meteors. Saw a grey shadow coming out of the east, heading Northwest. It appeared to be a dark grey shape, like a w", 11/23/1999
1999-11-17T03:00:00Z, Sandusky, OH, Sphere, 15 min., About 20 silver spheres were seen circling a jumbo jet in formation. They were extremely fast and formatted into a V shape at one point, 11/17/1999
1999-11-16T19:30:00Z, "Columbus (20 miles north of, RT 71 southbound)", OH, , unknown, Fireball that subsequently broke-up or separated into two objects with debris streaming away, 3/16/2000
1999-11-16T19:15:00Z, Urbana, OH, Formation, 20-30 sec, "Stream of lights colored red, yellow, white in northern sky traveling West to East. Lower altitude. Changed speed from slower to extre", 11/17/1999
1999-11-16T19:15:00Z, Cleveland, OH, Egg, 2-3 sec, I was reading the reports from last year of the four fast moving objects Nov.'99. I also reported it to you. And their was a note that, 12/2/2000
1999-11-16T19:15:00Z, Cincinnati, OH, Fireball, 25seconds, Bright green fireball 20-25deg. above horizon the size of 1/2 thunmbnail at arms length traveling s.west to n.east for 25 seconds. Brok, 11/17/1999
1999-11-16T19:12:00Z, Hamilton (Hanover Twp), OH, Fireball, 1 min appx, "A large fireball moving West to East in the Northern Sky at 1-2 o'clock was visible, deteriorating rapidly in light intensity as if bur", 11/17/1999
1999-11-16T19:10:00Z, Strongsville (suburb of Cleveland), OH, Fireball, 1-2 minutes, Flaming fireball initially looking like a firecracker was steadily moving in west to east. I was south of it facing north from 10:00 po, 11/17/1999
1999-11-16T19:10:00Z, Columbus Grove, OH, Circle, 10 /15 sec., this was a large object moving at a very fast pace from the north west to the south east. it did not burn up but just went over the hor, 12/2/2000
1999-11-16T19:10:00Z, Holland, OH, Formation, 40.seconds, "i went outside to smoke a ciggarette, i glanced to the west of my home.saw cluster of lights, elongated formation, some larger than others", 11/17/1999
1999-11-16T19:10:00Z, Columbus, OH, Light, 2 Minutes, Earth Skimmer Meteor?, 11/17/1999
1999-11-16T19:10:00Z, Cleveland, OH, Disk, 5 seconds, "Dear Sirs, My name is ((name deleted)) 36yr old biomedical engineering tech for a local dialysis center. I observed on date reported", 11/23/1999
1999-11-16T19:08:00Z, South Point, OH, Fireball, 20 sec, Looked like a large meteor or space junk re-entry., 11/17/1999
1999-11-16T19:06:00Z, Parma, OH, Circle, 3to4min., "saw 6 to 7 white round obects with green glow going, .. across the sky towrds the East, not in a fast pace, but slow...the objects had t", 11/17/1999
1999-11-16T19:05:00Z, Hudson, OH, Other, 18-20 seconds, "looking out of window I saw a huge long light moving slowly across sky, that looked like a passenger train with many lights alongside o", 11/17/1999
1999-11-16T19:05:00Z, Fairborn, OH, Other, 45-60 seconds, "Saw a very bright streak of light at about 500-1, 000ft altitude with bright multicolored flashes of light emmiting from it. Estimated s", 11/17/1999
1999-11-16T19:05:00Z, Cleveland, OH, Fireball, 25 sec., "Objects split over the city. Originally looked like a 'firework"" passed east to west as i was looking north.", 11/17/1999
1999-11-16T19:05:00Z, Napoleon, OH, Fireball, 1.5 min, Bright light/craft with tail traveling s-ne, 11/17/1999
1999-11-16T19:05:00Z, Anna, OH, Light, 0:00:30, Moving from west to east I saw a bright light followed by a long fire trail., 11/17/1999
1999-11-16T19:05:00Z, Hilliard ( Western suburb of Columbus), OH, Flash, 6 to 10 seconds., Not believed to be extra terretrial. Probably that space junk. Many in Columbus saw it. Just giving you a time and palce so you can tr, 11/17/1999
1999-11-16T19:05:00Z, Cincinnati, OH, Light, 7 seconds, Saw three lights streak across the sky with particles flaking off. The objects left no trail however., 11/17/1999
1999-11-16T19:05:00Z, Norwalk, OH, Other, 30 seconds, Bright light resembling bottle rocket or firework travelled from west to east., 11/23/1999
1999-11-16T19:05:00Z, Springfield, OH, Formation, 150 seconds, 6 unknown lights traveling in a straight line, 11/23/1999
1999-11-16T19:04:00Z, West Chester, OH, Fireball, 30 seconds?, "On 11/16/99 at approx. 7:04 pm, I saw a green/orange ""fireball"" streaking from west to east...it spit out 5 or so smaller round objects", 6/6/2000
1999-11-16T19:04:00Z, Fremont/Clyde, OH, Other, 1.5 min., The meteor that was sighted over Mich. and Oh., 11/17/1999
1999-11-16T19:04:00Z, Springfield, OH, Fireball, 60 sec appx., "Heading eastbound on rt4. western outskirts of Springfield, Oh noted a single white fireball about60 deg from the north horiz. and dead", 11/23/1999
1999-11-16T19:04:00Z, Lebanon, OH, Fireball, 10 seconds, White and orange fireball seen., 1/22/2000
1999-11-16T19:02:00Z, Westerville, OH, Fireball, 7to10 seconds, "it was a white blueish fireball, leaving a greenish, long trail of orange sparks", 11/17/1999
1999-11-16T19:02:00Z, Dayton, OH, , 20 seconds, 7:00 p.m. I was driving north on 1-75. From the west I saw a slow burning fire ball. It was travling west to east. Watched it for about, 1/7/2000
1999-11-16T19:02:00Z, Jackson, OH, Sphere, 15-20 seconds, I exited my vehicle at about 7pm est and a greenish light caught my attention from the corner of my eye. It was travelling from my lef, 11/17/1999
1999-11-16T19:00:00Z, Cincinnati (eastern outskirts), OH, Fireball, 9-11seconds, "large, slow moving green fireball with green and yellow tale, dropping reddish sparks, moving from south/south west towards north/north", 11/17/1999
1999-11-16T19:00:00Z, Cleveland, OH, Light, 5min., It was rock shape fire balls moving very slowly Over the raped station it was coming from east to west., 11/17/1999
1999-11-16T19:00:00Z, Mount Vernon, OH, Cigar, 30 -40 seconds, Cigar shaped craft glided over the treetops behind my home., 11/17/1999
1999-11-16T19:00:00Z, "New Philidelphia (South of, I-77 NB near MM77 )", OH, Formation, 30-45+ seconds, Large long orangish translucent object with 4-6 bright round whitish objects nearly equal spaced across the length., 11/17/1999
1999-11-16T19:00:00Z, Columbus, OH, Fireball, 3 minutes, I saw 4 or 5 fireballs going across the sky.They were right behind each other., 11/17/1999
1999-11-16T19:00:00Z, Middletown, OH, Triangle, ten seconds, "I observed a huge, silent, pale green triangular object moving east over the city.", 11/17/1999
1999-11-16T19:00:00Z, Chillicothe, OH, Light, 30 seconds, The UFO flew directly over my house. It was a bright elongated light moving approx. 60 mph, 11/23/1999
1999-11-16T19:00:00Z, North Royalton, OH, Fireball, 15-20 seconds, I saw the November 16th event. To me it was a fireball. It moved from west to east., 11/30/1999
1999-11-16T19:00:00Z, Toledo, OH, Fireball, 15 seconds, "Three balls of fire, one larger than the others, flew across sky and disappeared over horizon", 12/16/1999
1999-11-16T18:45:00Z, Over southern Lake Erie, OH, Changing, 1 minute, "Large, bright, white object streaking across the sky, long tail, trailing sparks and pieces od main object.", 11/17/1999
1999-11-16T18:00:00Z, Vandalia, OH, Fireball, 15-20 secs, A white colored ball with a firetrail was seen by me and a co-worker. We thought it was a plane with an engine on fire since we are air, 12/16/1999
1999-11-16T17:20:00Z, Medina, OH, Fireball, 25sec., "I saw, as what looked like fireworks of purple and blue in the Western sky. The sparkling fragments traveled Eastward towards me as a", 4/1/2000
1999-10-28T01:40:00Z, Canfield, OH, Light, ongoing, White light east southeast of here seems to be flashing red and blue, 11/2/1999
1999-10-22T09:00:00Z, Hamilton, OH, Cigar, 2 minutes, "Metallic cylindrical object with rounded ends, Daylight sighting", 11/2/1999
1999-10-01T04:40:00Z, Elyria, OH, Triangle, 5or more minutes, "The front was shaped like a triangle, with two lights on the wing tips. Blueish-gray in color...Low rumbling sound, Moving very slow.", 10/2/1999
1999-09-28T01:20:00Z, Columbus, OH, Light, 5 sec., "My girlfriend an I were outside of our apt. it was a nice night, no cloud, the object was as bright as a star from the big dipper, goin", 1/7/2000
1999-09-27T21:45:00Z, "Upper Sandusky (on Rt.30, west of)", OH, Fireball, 20min, driving east on 30 noticed an unmoving orange fireball just to NE of road. Remained stationary for 10-20 min. then started toward south, 10/19/1999
1999-09-22T21:30:00Z, Wharton, OH, Triangle, 3 min, "while driving home from a football game, my family and i saw 3 lights on the horizon", 10/2/1999
1999-09-21T20:30:00Z, "Columbia Station (heading west, past Grafton)", OH, Disk, 30+ minutes, "My daughter saw wierd light in the sky, and called out to myhusband and I who ran to the window...upon seeing this low flying, quiet br", 9/19/2002
1999-09-19T11:00:00Z, Ashville (2 miles south of), OH, Other, 2 sec, Weird brown triangular object, 3/21/2003
1999-09-15T21:00:00Z, Lebanon, OH, Triangle, 3-5 minutes, Ultra-slow totally silent low-flying huge dull black triangular body with evident 'cockpit.', 2/18/2001
1999-09-15T00:10:00Z, "Dayton, Trotwood, West Carrollton", OH, Triangle, 20 Min., "While out driving along a country road my brother, sister in law, and I observed five triangles flying from the west heading north. One", 10/2/1999
1999-09-13T01:01:00Z, Ashland, OH, Fireball, 2 sec, At 01:01 on the 09-13-1999. I did see what looked to be fireball moving south on a heading of 170. I was looking south while driving s, 10/2/1999
1999-09-11T21:57:00Z, Kirkersville, OH, Changing, 2 minutes, "A flying object with 3-5 lights inside a changing shape, on a straight (west to east) trajectory.", 10/2/1999
1999-09-09T02:00:00Z, Mentor, OH, Changing, 3:15 am-?, "got up lights went out saw light outside, square balloon-shapes objcets and sm. gold discs, lights, changed shape got scared then saw b", 10/2/1999
1999-09-01T23:30:00Z, Lima, OH, Light, 1 to 3 min, "Looking to the Northeast, I saw two orange lights that just disappeared. I have seen these lights on several occasions along with frie", 10/2/1999
1999-09-01T19:00:00Z, Zanesville, OH, Circle, 15 seconds, A round greenish ball of light whitnessed in thge late 90's during daylight, 10/10/2014
1999-09-01T12:45:00Z, Cleveland, OH, Orb, 20-30 minutes, "Distinct, isolated grouping of seven white orbs during the day several miles straight up (12 o'clock) that hovered then faded.", 12/19/2003
1999-09-01T04:30:00Z, Wadsworth, OH, Light, 30-45 seconds, "Stationary orange ball of light just above horizon: Southeast Medina County, Ohio. Aprx 4:30am EDT. Stargazing several miles west of", 9/12/1999
1999-09-01T00:00:00Z, Junction City, OH, Triangle, 1-2 minutes, 5 red lights circled each other hovering about 150 feet off ground for about a minute and a helf then fly away and a high rate of speed, 6/12/2008
1999-08-20T21:30:00Z, Granville, OH, Disk, 15-20 min, "hopping, disk shaped opject that made no sound and had colored flashing lights that changed color.", 2/22/2005
